id,uid,country,country_id,state,state_id,city,street,open_time,close_time,lat,lng,timezone
1690,xl6h7,China,36,Shanghai,NULL,Shanghai 上海,延平路159号,10:00:00,02:00:00,31.230686,121.472935,Asia/Shanghai
1691,gwt74,China,36,Shanghai,NULL,Shanghai 上海,Shanghai China 200000,11:00:00,02:00:00,31.230686,121.472935,Asia/Shanghai
1692,lbhkf,China,36,Shanghai,NULL,Shanghai 上海,上海 China 200023,10:00:00,03:00:00,31.204645,121.480034,Asia/Shanghai
1693,hjuoj,China,36,Shanghai,NULL,Shanghai 上海,泰康路248弄11号后门,11:00:00,02:00:00,31.2142,121.478038,Asia/Shanghai
1694,jk9it,China,36,Shanghai,NULL,Shanghai 上海,嘉善路257号嘉善公寓,09:00:00,01:00:00,31.230686,121.472935,Asia/Shanghai
1696,z5mmr,China,36,Shanghai,NULL,Shanghai 上海,芳甸路199弄20号1楼,10:00:00,02:00:00,31.237829,121.5508,Asia/Shanghai
1697,cblij,China,36,Shanghai,NULL,Shanghai 上海,芳甸路199弄28号B,14:00:00,02:00:00,31.237829,121.5508,Asia/Shanghai
1699,iy1uw,Canada,195,Quebec,46,Montréal,Montreal Canada H2W 1Y2,00:00:00,03:00:00,45.516131,-73.577884,America/Toronto
1700,ss1b7,China,36,Shanghai,NULL,Shanghai 上海,太仓路181弄新天地北里16号,11:00:00,00:00:00,39.018158,117.656074,Asia/Shanghai
1701,ch635,China,36,Shanghai,NULL,Shanghai 上海,兴业路123弄新天地南里2号4单元,11:00:00,02:00:00,31.230686,121.472935,Asia/Shanghai
1702,ulfpz,China,36,Shanghai,NULL,Shanghai 上海,富城路24号-26号,11:00:00,00:00:00,31.233592,121.523688,Asia/Shanghai
1708,x084c,Canada,195,Quebec,46,QUEBEC,31 BOUL RENE-LEVESQUE O,15:00:00,15:00:00,46.804643,-71.22579,America/Toronto
1710,lopep,China,36,Shanghai,NULL,Shanghai 上海,中山南路505弄5号楼 505,11:00:00,22:00:00,22.516999,113.392725,Asia/Shanghai
1711,qm5a3,China,36,Shanghai 上海,161,Shanghai,中山南路505弄9号楼 505,11:00:00,23:00:00,22.516999,113.392725,Asia/Shanghai
1712,2ge3s,China,36,Shanghai,NULL,Shanghai 上海,中山南路505弄2号楼,10:00:00,23:00:00,22.516999,113.392725,Asia/Shanghai
1713,xwo7u,China,36,Shanghai,NULL,Shanghai 上海,中山南路505弄5号楼 505,11:00:00,22:00:00,22.516999,113.392725,Asia/Shanghai
1716,oht9g,China,36,Shanghai,NULL,Shanghai 上海,建国西路283号尚街loft1号楼8楼 283,11:00:00,01:30:00,31.196245,121.440554,Asia/Shanghai
1717,1qvuy,China,36,Shanghai,NULL,Shanghai 上海,斜土路2620号星游城一楼,11:00:00,23:00:00,31.196245,121.440554,Asia/Shanghai
1718,js4zx,China,36,Shanghai,NULL,Shanghai 上海,济南路9号商场1F106单元,11:00:00,00:00:00,31.236092,121.47837,Asia/Shanghai
1722,4urkx,China,36,Shanghai,NULL,Shanghai 上海,衡山路298号,13:00:00,05:00:00,31.203041,121.4453,Asia/Shanghai
1723,s42rz,China,36,Shanghai,NULL,Shanghai 上海,衡山路281号 281,15:00:00,05:00:00,31.203566,121.445808,Asia/Shanghai
1724,7upwh,China,36,Shanghai,NULL,Shanghai 上海,永嘉路703号 703,19:00:00,05:00:00,31.203471,121.443826,Asia/Shanghai
1725,p7yl5,China,36,Shanghai,NULL,Shanghai 上海,新丰路326号 326,16:00:00,04:00:00,31.239326,121.445036,Asia/Shanghai
1726,9a2db,China,36,Shanghai,NULL,Shanghai 上海,复兴西路100号,11:00:00,02:00:00,0,0,Asia/Shanghai
1727,lqwer,China,36,Shanghai,NULL,Shanghai 上海,东平路11号,12:00:00,03:00:00,0,0,Asia/Shanghai
1730,phbu8,China,36,Shanghai,NULL,Shanghai 上海,潍坊西路84号,16:00:00,02:00:00,0,0,Asia/Shanghai
1731,h6039,China,36,Shanghai,NULL,Shanghai 上海,浦东大道930号 930,16:00:00,03:00:00,31.241278,121.531046,Asia/Shanghai
1732,sa2c7,France,60,Paris,40,Paris,Rue Lassus,07:00:00,02:00:00,48.875328,2.389008,Europe/Paris
1733,0n840,France,60,Paris,40,Paris,Cours de Vincennes,06:00:00,02:00:00,48.847116,2.405962,Europe/Paris
1734,jk3jj,France,60,Paris,40,Paris,Rue Marx Dormoy,07:00:00,02:00:00,48.887085,2.359869,Europe/Paris
1735,15n10,China,36,Shanghai,NULL,Shanghai 上海,昌平路888-8号,17:00:00,03:00:00,31.233612,121.44003,Asia/Shanghai
1736,vrzav,China,36,Shanghai,NULL,Shanghai 上海,昌平路888-6,11:00:00,04:00:00,31.233612,121.44003,Asia/Shanghai
1739,wg2fw,China,36,Shanghai,NULL,Shanghai 上海,永嘉路689弄1号,17:00:00,03:00:00,31.203819,121.447024,Asia/Shanghai
1751,du05q,China,36,Shanghai,NULL,Shanghai 上海,梅川路1508号,16:00:00,02:00:00,31.245709,121.378244,Asia/Shanghai
1752,5osaq,China,36,Shanghai,NULL,Shanghai 上海,闸北区中环协信广场1楼,11:00:00,22:00:00,31.196245,121.440554,Asia/Shanghai
1753,uqocp,China,36,Shanghai,NULL,Shanghai 上海,闵行区仲盛世界广场4F,11:00:00,23:00:00,31.196245,121.440554,Asia/Shanghai
1754,ix623,Canada,195,Quebec,46,STE CATHERINE,5248 ROUTE,10:00:00,01:00:00,45.391265,-73.576495,America/Toronto
1755,5544b,Brazil,24,São Paulo,34,asdf,asdf,15:00:00,15:00:00,37.50421,-75.690624,America/New_York
1756,wcwfd,China,36,Beijing,NULL,Beijing,朝阳区麦子店街39号,11:00:00,01:00:00,39.935678,116.469322,Asia/Shanghai
1757,ny2j5,China,36,Beijing,NULL,Beijing,东城区北新桥三条73号,12:00:00,06:00:00,39.943293,116.418414,Asia/Shanghai
1758,obsr0,Canada,195,Quebec,46,longueuil,Boul Jacques-Cartier E,11:00:00,03:00:00,45.566912,-73.448295,America/Toronto
1768,t47s2,China,36,Shanghai,NULL,Shanghai 上海,3F E06 150HuBin Road,11:00:00,22:00:00,31.220666,121.476119,Asia/Shanghai
1789,5fgsi,France,60,Paris,40,Paris,Rue des Cheminots,08:00:00,07:59:00,48.898875,2.382526,Europe/Paris
1790,6zkag,France,60,Paris,40,Paris,Avenue de la Grande Armée 7501,08:00:00,07:59:00,48.875953,2.288818,Europe/Paris
1793,jw7of,Argentina,194,Buenos Aires (Provincia),163,San Isidro,Primera Junta,08:00:00,02:30:00,-34.46198,-58.508042,America/Buenos_Aires
1794,z13iq,China,36,Beijing,NULL,朝阳区,朝阳区芳园西路6号丽都花园北门,10:00:00,07:30:00,0,0,Asia/Shanghai
1795,73lyc,France,60,Paris,40,Paris,Boulevard de Strasbourg,07:30:00,07:30:00,48.875573,2.357417,Europe/Paris
1796,vbcnu,Canada,195,Quebec,46,Trois-Rivieres,Boul. Des forges,16:00:00,03:00:00,46.342226,-72.542637,America/Toronto
1797,t2yfa,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Guayaquil,08:00:00,04:00:00,-34.62088,-58.43632,America/Buenos_Aires
1800,t672z,Argentina,194,Buenos Aires (Provincia),163,Udaondo,Martin Fierro,10:00:00,02:00:00,-34.626014,-58.694665,America/Buenos_Aires
1801,6go57,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Mendoza,17:00:00,02:00:00,-34.55652,-58.449839,America/Buenos_Aires
1802,kly5p,France,60,Paris,40,Paris,Rue des Mathurins,07:00:00,02:00:00,48.873107,2.325501,Europe/Paris
1803,smhp2,China,36,Beijing,NULL,北京,北京市东城区方家胡同46号院E101,16:00:00,02:00:00,0,0,Asia/Shanghai
1804,wen7b,France,60,Île-de-France,11,Roissy-en-France,Rue des Buissons,08:00:00,23:00:00,48.991209,2.51978,Europe/Paris
1805,9vyx6,France,60,Île-de-France,11,Levallois-Perret,Rue d'Alsace,08:00:00,23:30:00,48.891091,2.295424,Europe/Paris
1806,4kzjk,France,60,Île-de-France,11,Paris,Tunnel de Nanterre-La Défense,08:00:00,23:30:00,48.890758,2.235772,Europe/Paris
1808,gkk5o,Canada,195,Quebec,46,Joliette,Rue Lajoie Sud,08:00:00,23:30:00,46.022822,-73.439453,America/Toronto
1809,chvtw,China,36,Beijing 北京,38,Beijing,北京市朝阳区南三里屯路1号楼,11:00:00,21:30:00,39.932472,116.455126,Asia/Shanghai
1811,vho4g,France,60,Paris,40,Paris,Quai d'Austerlitz,12:00:00,06:00:00,48.840847,2.36965,Europe/Paris
1815,p5541,France,60,Île-de-France,11,Bourg la Reine,Avenue du Général Leclerc,09:00:00,23:45:00,48.780112,2.315725,Europe/Paris
1819,rcj18,France,60,Paris,40,Paris,Boulevard Berthier,11:00:00,23:00:00,48.894428,2.312445,Europe/Paris
1821,y0eu5,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Andrés Argibel,08:00:00,03:00:00,-34.572348,-58.429929,America/Buenos_Aires
1822,t1e1n,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Niceto Vega,08:00:00,05:30:00,-34.588602,-58.436613,America/Buenos_Aires
1824,kwf5o,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Mendoza,08:00:00,02:30:00,-34.381667,-58.747815,America/Buenos_Aires
1827,2x6h1,France,60,Paris,40,Paris,Rue Quincampoix,15:00:00,02:00:00,48.859498,2.34967,Europe/Paris
1828,p4p4z,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Azcuenaga,11:00:00,02:00:00,-34.587874,-58.395312,America/Buenos_Aires
1829,p79ue,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenida Rivadavia,11:00:00,02:00:00,-34.617517,-58.435056,America/Buenos_Aires
1830,ey754,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Gorriti,08:00:00,07:59:00,-34.583486,-58.439292,America/Buenos_Aires
1831,2ujm2,France,60,Paris,40,Rueil-Malmaison,Avenue de Fouilleuse,11:00:00,01:00:00,48.862294,2.19508,Europe/Paris
1836,1w8pv,France,60,Île-de-France,11,La Garenne-Colombes,Rue Voltaire,08:00:00,01:00:00,48.908695,2.247143,Europe/Paris
1839,haqsc,Argentina,194,Buenos Aires (Provincia),163,Ituzaingó,Cnel. Pablo Zufriategui,08:00:00,04:00:00,-34.657974,-58.664856,America/Buenos_Aires
1840,092d7,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Manuel Jose Báez,18:00:00,03:00:00,-34.572459,-58.430274,America/Buenos_Aires
1841,42lkf,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Olga Cossenttini,12:00:00,03:00:00,-34.610365,-58.363803,America/Buenos_Aires
1842,woekb,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Fitz roy,18:00:00,04:00:00,-34.583083,-58.435072,America/Buenos_Aires
1843,phpfx,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av. Del Libertador,12:00:00,03:00:00,-34.481631,-58.491544,America/Buenos_Aires
1844,9t1f7,Argentina,194,Buenos Aires (Provincia),163,Parque Leloir,Martin Fierro,08:00:00,02:00:00,-34.626915,-58.692968,America/Buenos_Aires
1845,izit6,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,chile,08:00:00,05:00:00,-34.616073,-58.371325,America/Buenos_Aires
1846,gr2wm,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av. Cnel. Niceto Vega,08:00:00,05:00:00,-34.585735,-58.440703,America/Buenos_Aires
1847,zh3jc,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Honduras,12:00:00,05:00:00,-34.582997,-58.43796,America/Buenos_Aires
1849,o03wd,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av del Libertador,11:00:00,16:00:00,-34.569963,-58.420973,America/Buenos_Aires
1850,xlvve,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Chile,08:00:00,05:00:00,-34.615962,-58.371688,America/Buenos_Aires
1851,za0j8,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Borges,12:00:00,06:00:00,-34.588382,-58.429782,America/Buenos_Aires
1852,z3tkz,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,El Salvador,08:00:00,02:00:00,-34.587698,-58.429652,America/Buenos_Aires
1853,x8rpg,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Costa Rica,09:30:00,05:00:00,-34.588929,-58.426048,America/Buenos_Aires
1854,4wgkc,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Dardo Rocha,11:30:00,01:00:00,-34.490333,-58.525263,America/Buenos_Aires
1855,odetm,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av Rafael Obligado,12:00:00,04:30:00,-34.550018,-58.430529,America/Buenos_Aires
1856,ygayf,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Arenales,12:00:00,01:30:00,-34.586773,-58.411549,America/Buenos_Aires
1857,4op4n,Argentina,194,Buenos Aires (Provincia),163,La Plata,Calle 49,18:00:00,04:30:00,-34.922015,-57.958604,America/Buenos_Aires
1858,cc6dx,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Arevalo,08:00:00,03:00:00,-34.571047,-58.430213,America/Buenos_Aires
1859,b3njk,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Humboldt,12:30:00,01:00:00,-34.582387,-58.432388,America/Buenos_Aires
1860,ni8n2,Argentina,194,Buenos Aires (Provincia),163,Olivos, Av. Del Libertador Gral. San Martín,12:00:00,01:00:00,-34.497591,-58.483906,America/Buenos_Aires
1861,j1596,Argentina,194,Buenos Aires (Provincia),163,Quilmes,Brown,18:00:00,03:30:00,-34.718485,-58.258808,America/Buenos_Aires
1862,l1ikx,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avda Corrientes,07:00:00,03:00:00,-34.604009,-58.391496,America/Buenos_Aires
1863,8rgwf,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenida Cnel. Niceto Vega,08:00:00,05:00:00,-34.588602,-58.436613,America/Buenos_Aires
1864,9765w,France,60,Paris,40,Paris,Port de la Rapée,08:00:00,07:59:00,48.84142,2.372497,Europe/Paris
1865,r9zcd,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Alicia Moreau de Justo,10:00:00,03:00:00,-34.599361,-58.379684,America/Buenos_Aires
1866,uvyim,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenida  Alicia Moreau de Justo,10:00:00,03:00:00,-34.608886,-58.366097,America/Buenos_Aires
1867,6y0hg,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenida Pedro Goyena,08:00:00,04:30:00,-34.625706,-58.434696,America/Buenos_Aires
1868,0vz0x,Argentina,194,Buenos Aires (Provincia),163,Tigre,"Av. de Los Lagos, Nordelta Mall",10:00:00,01:30:00,-34.39926,-58.65321,America/Buenos_Aires
1869,0cq12,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av. Paraná,10:00:00,01:00:00,-34.508627,-58.523213,America/Buenos_Aires
1870,nthgq,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av. Pedro Goyena,09:00:00,00:00:00,-34.625394,-58.431671,America/Buenos_Aires
1872,ltgss,Argentina,194,Buenos Aires (Provincia),163,San Isidro,Tiscornia,11:30:00,01:00:00,-34.464986,-58.508852,America/Buenos_Aires
1873,fjzjt,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Arenales,19:00:00,06:00:00,-34.587859,-58.410034,America/Buenos_Aires
1874,crzlg,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av. Alicia Moreau de Justo,11:00:00,05:00:00,-34.606131,-58.366599,America/Buenos_Aires
1875,3l4d9,China,36,Shanghai,NULL,Shanghai 上海,紫藤路168弄1号,18:00:00,02:00:00,31.172967,121.364709,Asia/Shanghai
1876,err9q,China,36,Shanghai,NULL,Shanghai 上海,虹泉路1101弄46号,08:00:00,07:59:00,31.171015,121.378625,Asia/Shanghai
1877,p9751,China,36,Shanghai,NULL,Shanghai 上海,龙茗路950号,08:00:00,07:59:00,31.13632,121.387459,Asia/Shanghai
1878,zif4i,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Beruti,11:00:00,06:00:00,-34.587217,-58.409587,America/Buenos_Aires
1879,byrrl,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Beruti 3336,19:00:00,06:00:00,-34.753266,-58.287978,America/Buenos_Aires
1880,hz5jt,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Junín,12:00:00,02:30:00,-34.588785,-58.392242,America/Buenos_Aires
1881,cdzp7,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Guatemala,12:00:00,02:00:00,-34.583004,-58.428798,America/Buenos_Aires
1882,k2th9,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Cnel Niceto Vega,08:00:00,05:00:00,-34.590985,-58.433301,America/Buenos_Aires
1883,f2rg9,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenida del libertador,07:00:00,02:00:00,-34.553656,-58.449999,America/Buenos_Aires
1884,r38zy,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Cerrito,08:00:00,23:30:00,-34.608335,-58.382133,America/Buenos_Aires
1885,o9nlc,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,"Avenida del Libertador, Olivos",09:00:00,02:00:00,-34.505655,-58.480457,America/Buenos_Aires
1886,sfgbc,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Aráoz,08:00:00,04:00:00,-34.594104,-58.428048,America/Buenos_Aires
1887,6qujm,China,36,Beijing,NULL,Beijing,双井麦乐迪向西两百米路北,16:00:00,03:00:00,0,0,Asia/Shanghai
1889,aemia,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,9 de Julio,07:30:00,01:30:00,-34.450416,-58.906266,America/Buenos_Aires
1892,qkmkl,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Costa Rica,08:00:00,02:00:00,-34.591385,-58.419342,America/Buenos_Aires
1893,1dwuq,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Arenales 1877,18:00:00,23:30:00,-34.594614,-58.394152,America/Buenos_Aires
1894,qdax2,China,36,Shanghai,NULL,Shanghai 上海,茂名北路209号,08:00:00,07:59:00,31.227223,121.459601,Asia/Shanghai
1895,b7xra,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Ricardo Gutierrez,09:00:00,03:00:00,-34.602461,-58.51239,America/Buenos_Aires
1896,w1sa4,Argentina,194,Buenos Aires (Provincia),163,Quilmes,Brown,08:00:00,02:30:00,0,0,America/Buenos_Aires
1897,yww0j,Canada,195,Quebec,46,Brossard,Boulevard Leduc,08:00:00,03:00:00,45.444883,-73.435645,America/Toronto
1898,hajat,Canada,195,Ontario,49,London,Belmont Drive,11:00:00,02:00:00,42.948058,-81.25925,America/Toronto
1899,jr43e,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Golfers Golf Club,07:30:00,00:00:00,-34.443037,-58.754744,America/Buenos_Aires
1900,6n7on,Canada,195,Ontario,49,Toronto,Front St W,07:00:00,22:00:00,43.645905,-79.381464,America/Toronto
1901,2ehgz,Canada,195,Ontario,49,Toronto,Front St W,11:30:00,01:00:00,43.645905,-79.381464,America/Toronto
1902,cbsit,Canada,195,Ontario,49,Toronto,Front St W,16:30:00,02:00:00,43.645905,-79.381464,America/Toronto
1903,36e0h,Argentina,194,Buenos Aires (Provincia),163,Quilmes,Alvear,08:00:00,02:30:00,-34.724923,-58.252827,America/Buenos_Aires
1904,7544o,Canada,195,Quebec,46,Québec,Plante Ave,11:00:00,07:30:00,46.817527,-71.255591,America/Toronto
1905,4hrmo,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenida Álvarez Jonte,09:00:00,02:30:00,-34.608967,-58.483573,America/Buenos_Aires
1906,qxewa,Argentina,194,Buenos Aires (Provincia),163,La Plata,"Avenida 13, Esquina 47",07:30:00,07:00:00,-34.918725,-57.958379,America/Buenos_Aires
1907,ox7os,Canada,195,Ontario,49,Hamilton,Fennell Ave West Rm G109,08:00:00,19:00:00,43.238688,-79.888072,America/Toronto
1908,ayvq9,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,José Antonio Cabrera,08:00:00,05:00:00,-34.585066,-58.439111,America/Buenos_Aires
1909,v0rij,Canada,195,Ontario,49,Newmarket,Yonge St.,11:00:00,02:00:00,44.046761,-79.477877,America/Toronto
1910,09rib,Canada,195,Ontario,49,Orangeville,35 broadway,11:30:00,02:00:00,43.921536,-80.088657,America/Toronto
1912,r9rzb,Canada,195,Ontario,49,Peterborough,201 Hunter St. W,12:00:00,02:00:00,44.305626,-78.322041,America/Toronto
1913,olxe4,Canada,195,Quebec,46,Ste-Beatrix,Rang ste-cecile,08:00:00,03:00:00,46.200286,-73.619352,America/Toronto
1914,tznq9,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Jorge Luis Borges,12:00:00,04:00:00,-34.588462,-58.430026,America/Buenos_Aires
1915,et6ss,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Monroe,11:30:00,02:00:00,-34.552377,-58.449908,America/Cordoba
1916,7o4rf,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Juramento,11:30:00,02:00:00,-34.565147,-58.462272,America/Cordoba
1917,e65oa,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Arévalo,11:30:00,02:00:00,-34.572299,-58.431476,America/Cordoba
1918,e9bee,Argentina,194,Buenos Aires (Provincia),163,Mar del Plata,ALVARADO 1355,11:30:00,02:00:00,-38.016161,-57.542891,America/Buenos_Aires
1919,nyk1b,Argentina,194,Buenos Aires (Provincia),163,Olivos,Av del Libertador General San Martín,11:30:00,02:00:00,-34.507841,-58.479324,America/Buenos_Aires
1920,p9utt,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Gorriti,11:30:00,02:00:00,-34.584148,-58.438456,America/Buenos_Aires
1921,20air,Argentina,194,Buenos Aires (Provincia),163,San Isidro,Av. del Libertador,11:30:00,02:00:00,-34.465272,-58.514765,America/Buenos_Aires
1922,1k2vm,Argentina,194,Buenos Aires (Provincia),163,Boulogne,AV. FONDO DE LA LEGUA,11:30:00,02:00:00,-34.4969,-58.546758,America/Buenos_Aires
1923,5aura,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av. Olazabal,11:30:00,02:00:00,-34.574694,-58.483051,America/Cordoba
1924,r0p6l,Argentina,194,Buenos Aires (Provincia),163,La Plata,Diagonal 74,11:30:00,02:00:00,-34.915034,-57.95517,America/Buenos_Aires
1925,9q4nn,Argentina,194,Buenos Aires (Provincia),163,Ramos Mejia,ROSALES,11:30:00,02:00:00,-34.643565,-58.565834,America/Buenos_Aires
1926,3q1b7,Argentina,194,Buenos Aires (Provincia),163,Muñiz,AV. PRESIDENTE JUAN DOMINGO PE,11:30:00,02:00:00,-34.551305,-58.699649,America/Buenos_Aires
1927,fsmx5,Argentina,194,Mendoza,174,Mendoza,AV. ARÍSTIDES VILLANUEVA 405,11:30:00,02:00:00,-32.891782,-68.856752,America/Mendoza
1928,ayho6,Argentina,194,Mendoza,174,Chacras de Coria,ORSINI 70,11:30:00,02:00:00,0,0,America/Mendoza
1929,rmn5z,Argentina,194,Buenos Aires (Provincia),163,San Isidro,Primera Junta,08:00:00,04:00:00,-34.462117,-58.508046,America/Buenos_Aires
1930,qgmcm,Canada,195,Quebec,46,Beauceville,"H, Boul Renault",10:00:00,03:00:00,46.206611,-70.774044,America/Montreal
1931,nip4m,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Thames,08:00:00,23:30:00,-34.592895,-58.439013,America/Buenos_Aires
1932,mqm6i,Canada,195,Quebec,46,Rosemère,Boulevard Curé Labelle,11:00:00,23:30:00,45.625176,-73.804318,America/Toronto
1933,2la01,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenoda Alicia Moreau de Justo,12:00:00,02:00:00,-34.609845,-58.366239,America/Buenos_Aires
1934,bsnv9,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Olavarría,08:00:00,01:00:00,-34.639415,-58.373366,America/Buenos_Aires
1937,889ee,Argentina,194,Buenos Aires (Provincia),163,Tigre,"Avenue Del Mirador, Rincón de Milberg",11:00:00,03:00:00,-34.395657,-58.650415,America/Buenos_Aires
1938,t8nfx,Argentina,194,Buenos Aires (Provincia),163,Tigre,Boulevard Del Mirador,08:00:00,02:00:00,-34.397046,-58.650276,America/Buenos_Aires
1939,6avjx,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenida Cerviño,11:30:00,02:00:00,-34.579399,-58.411829,America/Cordoba
1940,arycz,Argentina,194,Buenos Aires (Provincia),163,Pilar,Las Magnolias,11:30:00,02:00:00,-34.445243,-58.872255,America/Buenos_Aires
1941,objyd,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Avenida Federico Lacroze,11:30:00,02:00:00,-34.564608,-58.439594,America/Cordoba
1942,pcfkv,Canada,195,Quebec,46,Longueuil,2554 ch Chambly,11:00:00,23:00:00,45.523315,-73.467911,America/Toronto
1944,5lkgr,Canada,195,Quebec,46,St-Hyacinthe,Avenue Trudeau,09:00:00,00:00:00,45.63552,-72.975472,America/Toronto
1946,zgb78,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,sucre 1918,08:00:00,04:00:00,-34.609246,-58.385324,America/Buenos_Aires
1947,bs2vs,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,"Avenida Corriente, Paseo La Plaza",10:00:00,03:00:00,-34.60437,-58.390149,America/Cordoba
1948,k1mj0,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Crisologo Larralde 1520,06:00:00,03:00:00,-34.544861,-58.460051,America/Buenos_Aires
1949,gqbqf,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Marcelo T Alvear,08:00:00,01:00:00,-34.597221,-58.388151,America/Buenos_Aires
1951,vwcr9,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,cuenca 2775,07:00:00,02:00:00,-34.604105,-58.4931,America/Buenos_Aires
1953,0l88a,Argentina,194,Buenos Aires (Capital Federal),98,Buenos Aires,Av del Libertador,06:30:00,03:00:00,-34.582247,-58.401786,America/Buenos_Aires
1954,zaf9c,France,60,Paris,40,Paris,Rue de Vaugirard,05:00:00,02:00:00,48.840856,2.305287,Europe/Paris
1956,yzpkh,Canada,195,Quebec,46,St-jerome,Labelle,11:30:00,23:00:00,45.774963,-74.004249,America/Toronto
1957,lz84l,Canada,195,Quebec,46,Sainte catherine,Rue Talon,11:00:00,23:00:00,45.387511,-73.553013,America/Toronto
1958,l8v9k,Canada,195,Ontario,49,Ottawa,Clarence St.,11:30:00,02:00:00,45.428547,-75.694547,America/Toronto
1959,lgxuc,Canada,195,Ontario,49,Ottawa,2364 Rogers Stevens Dr,07:00:00,01:00:00,45.129891,-75.720736,America/Toronto
1960,2z3u6,Canada,195,Ontario,148,Toronto,amcher shesh,11:30:00,03:00:00,54,564,America/Toronto
1961,ti9dg,Argentina,194,Buenos Aires (Provincia),163,Banfield,DOMINGO FRENCH,08:00:00,01:30:00,-34.74179,-58.40462,America/Buenos_Aires
1962,d4yzr,Argentina,194,Buenos Aires (Provincia),163,Lomas de Zamora,Italia,12:00:00,04:00:00,-34.766296,-58.402074,America/Buenos_Aires
