id,title,price,category_id,bar_id,product_id
1725887,"FISH & CHIPS",16.95,2,915,0
523915,"1/2 Orchard Lager",3.48,1,915,827
1725887,"FISH & CHIPS",16.95,2,915,0
523266,Guinness,7.83,1,915,191
1725887,"FISH & CHIPS",16.95,2,915,0
525490,"Rolling Rock",6.52,1,915,385
525490,"Rolling Rock",6.52,1,915,385
1216022,"Goose IPA",7.83,1,915,188
2472015,"Ye Olde Orchard Burger",17.00,2,915,0
523229,"Ginger Ale",2.61,4,915,0
523229,"Ginger Ale",2.61,4,915,0
523874,Coffee,2.61,4,915,0
788774,"1/2 Keith's Red",3.91,1,915,702
1217589,"1/2 Labatt 50",3.91,1,915,44
1735327,"BLT SANDWICH",12.95,2,915,0
1742056,POUTINE,11.95,2,915,0
2382476,Grolsch,6.96,1,915,24109
2382476,Grolsch,6.96,1,915,24109
2382476,Grolsch,6.96,1,915,24109
2382476,Grolsch,6.96,1,915,24109
2466307,Fries,7.00,2,915,0
523311,"Stella Artois",7.83,1,915,187
1217585,Snaffle,6.96,1,915,6799
1725887,"FISH & CHIPS",16.95,2,915,0
1725887,"FISH & CHIPS",16.95,2,915,0
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
2287367,"Staff Lunch",5.00,2,915,0
2471800,"Pub Cheeseburger",15.00,2,915,0
1216057,"Btl Corona",5.65,1,915,4672
1216057,"Btl Corona",5.65,1,915,4672
1216057,"Btl Corona",5.65,1,915,4672
1223255,"Btl Bud Light",4.35,1,915,2
1223255,"Btl Bud Light",4.35,1,915,2
1742056,POUTINE,11.95,2,915,0
1842830,Smirnoff,6.96,3,915,0
1842830,Smirnoff,6.96,3,915,0
2466307,Fries,7.00,2,915,0
2823591,"DBL Captain Morgan Spiced",11.31,3,915,0
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
1858874,Tacos,9.95,2,915,0
2468747,"Mac n' Cheese",12.00,2,915,0
525420,"Sex on the Beach",7.39,3,915,0
525420,"Sex on the Beach",7.39,3,915,0
1735327,"BLT SANDWICH",12.95,2,915,0
2475182,Caesar,14.00,2,915,0
523850,Perrier,3.04,4,915,0
523850,Perrier,3.04,4,915,0
1704178,"Fleur Sauv 9oz",10.88,6,915,0
1704178,"Fleur Sauv 9oz",10.88,6,915,0
2318441,Bass,7.83,1,915,413
531684,"Baileys Coffee",6.96,3,915,0
1216023,Joufflue,6.96,1,915,1129
2467427,Nacho,17.00,2,915,0
2467427,Nacho,17.00,2,915,0
525490,"Rolling Rock",6.52,1,915,385
525490,"Rolling Rock",6.52,1,915,385
1704178,"Fleur Sauv 9oz",10.88,6,915,0
2467427,Nacho,17.00,2,915,0
835025,"Orchard Lager",6.09,1,915,828
523247,Coke,2.61,4,915,0
523247,Coke,2.61,4,915,0
1735327,"BLT SANDWICH",12.95,2,915,0
2468748,"Sweet Potato Fries",8.00,2,915,0
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
2288119,Kilkenny,7.83,1,915,4640
2288119,Kilkenny,7.83,1,915,4640
1698754,Harp,7.83,1,915,4646
1698754,Harp,7.83,1,915,4646
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
523251,"Black Velvet",7.83,1,915,1787
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
2466307,Fries,7.00,2,915,0
835025,"Orchard Lager",6.09,1,915,828
2382476,Grolsch,6.96,1,915,24109
2382476,Grolsch,6.96,1,915,24109
2382476,Grolsch,6.96,1,915,24109
2382476,Grolsch,6.96,1,915,24109
2382476,Grolsch,6.96,1,915,24109
523231,Water,0.00,4,915,0
523910,"Shock Top",6.52,1,915,302
523910,"Shock Top",6.52,1,915,302
525790,"Iced Tea",2.61,4,915,0
2468747,"Mac n' Cheese",12.00,2,915,0
2471800,"Pub Cheeseburger",15.00,2,915,0
2472012,"Cajun Chicken Sandwich",15.00,2,915,0
2472014,"Grilled Veg & Goats Cheese Wrap",15.00,2,915,0
523231,Water,0.00,4,915,0
523231,Water,0.00,4,915,0
523266,Guinness,7.83,1,915,191
1216022,"Goose IPA",7.83,1,915,188
1216022,"Goose IPA",7.83,1,915,188
1742056,POUTINE,11.95,2,915,0
1858874,Tacos,9.95,2,915,0
1858874,Tacos,9.95,2,915,0
2471800,"Pub Cheeseburger",15.00,2,915,0
2472609,"Bacon & Blue Burger",17.00,2,915,0
523847,"Keith's Red",6.52,1,915,321
523847,"Keith's Red",6.52,1,915,321
1217585,Snaffle,6.96,1,915,6799
2473893,"Garlic Bread au gratin",6.00,2,915,0
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
1698754,Harp,7.83,1,915,4646
1698754,Harp,7.83,1,915,4646
1698754,Harp,7.83,1,915,4646
1698754,Harp,7.83,1,915,4646
523247,Coke,2.61,4,915,0
523247,Coke,2.61,4,915,0
523910,"Shock Top",6.52,1,915,302
835717,"Sh. Jameson",4.57,3,915,0
1223255,"Btl Bud Light",4.35,1,915,2
1223255,"Btl Bud Light",4.35,1,915,2
1725887,"FISH & CHIPS",16.95,2,915,0
1842830,Smirnoff,6.96,3,915,0
2061600,"Budweiser N/A",4.35,1,915,1
2471799,"Chicken Tenders",16.00,2,915,0
2471800,"Pub Cheeseburger",15.00,2,915,0
1217581,"Labatt 50",6.96,1,915,195
1725887,"FISH & CHIPS",16.95,2,915,0
2467427,Nacho,17.00,2,915,0
525790,"Iced Tea",2.61,4,915,0
2467427,Nacho,17.00,2,915,0
1217602,"Keith's Blonde",6.96,1,915,1847
1217602,"Keith's Blonde",6.96,1,915,1847
1216022,"Goose IPA",7.83,1,915,188
1216022,"Goose IPA",7.83,1,915,188
2467428,"French Onion Soup",9.00,2,915,0
2472019,"Grilled Salmon",22.00,2,915,0
1217581,"Labatt 50",6.96,1,915,195
1217581,"Labatt 50",6.96,1,915,195
1725887,"FISH & CHIPS",16.95,2,915,0
2467427,Nacho,17.00,2,915,0
523847,"Keith's Red",6.52,1,915,321
1217581,"Labatt 50",6.96,1,915,195
2467427,Nacho,17.00,2,915,0
2472116,"Open Faced Steak Sandwich",19.00,2,915,0
523311,"Stella Artois",7.83,1,915,187
523910,"Shock Top",6.52,1,915,302
523910,"Shock Top",6.52,1,915,302
1143964,"Smoke Flight",28.70,3,915,0
1156717,"Cliff RED 5 oz",6.09,6,915,0
1156717,"Cliff RED 5 oz",6.09,6,915,0
1742056,POUTINE,11.95,2,915,0
523247,Coke,2.61,4,915,0
1742056,POUTINE,11.95,2,915,0
1227643,"1/2 Joufflue",3.91,1,915,1128
1227643,"1/2 Joufflue",3.91,1,915,1128
1742057,"PUB SKINS",10.95,2,915,0
530519,Amaretto,7.39,3,915,0
2472018,"Irish Stew",18.00,2,915,0
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
2471799,"Chicken Tenders",16.00,2,915,0
523272,Sprite,2.61,4,915,0
1741999,"HOUSE SALAD",6.95,2,915,0
2468746,"Soup of the Day",5.00,2,915,0
2468748,"Sweet Potato Fries",8.00,2,915,0
2472018,"Irish Stew",18.00,2,915,0
525490,"Rolling Rock",6.52,1,915,385
525490,"Rolling Rock",6.52,1,915,385
1725887,"FISH & CHIPS",16.95,2,915,0
1959420,"Modelo Especial",6.52,1,915,13982
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
525492,"Sh. Jager Bomb",6.96,3,915,0
525495,"Sh. Irish Car Bomb",7.83,3,915,0
1216023,Joufflue,6.96,1,915,1129
1216023,Joufflue,6.96,1,915,1129
1216023,Joufflue,6.96,1,915,1129
1246459,"Sh. Hand Grenade",11.74,3,915,0
2467427,Nacho,17.00,2,915,0
523235,"Diet Coke",2.61,4,915,0
523235,"Diet Coke",2.61,4,915,0
523247,Coke,2.61,4,915,0
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523850,Perrier,3.04,4,915,0
523850,Perrier,3.04,4,915,0
525490,"Rolling Rock",6.52,1,915,385
525490,"Rolling Rock",6.52,1,915,385
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
1216023,Joufflue,6.96,1,915,1129
1216055,"Lug Tread",7.83,1,915,1766
1217602,"Keith's Blonde",6.96,1,915,1847
1217602,"Keith's Blonde",6.96,1,915,1847
1698754,Harp,7.83,1,915,4646
1698754,Harp,7.83,1,915,4646
2061600,"Budweiser N/A",4.35,1,915,1
2288119,Kilkenny,7.83,1,915,4640
2752066,"Gordons Gin",6.96,3,915,0
2752066,"Gordons Gin",6.96,3,915,0
2752066,"Gordons Gin",6.96,3,915,0
525490,"Rolling Rock",6.52,1,915,385
2467427,Nacho,17.00,2,915,0
2467427,Nacho,17.00,2,915,0
2472117,"12 Wings",21.00,2,915,0
2472117,"12 Wings",21.00,2,915,0
2472117,"12 Wings",21.00,2,915,0
2472117,"12 Wings",21.00,2,915,0
2472117,"12 Wings",21.00,2,915,0
2472117,"12 Wings",21.00,2,915,0
1698754,Harp,7.83,1,915,4646
2288119,Kilkenny,7.83,1,915,4640
2288119,Kilkenny,7.83,1,915,4640
525490,"Rolling Rock",6.52,1,915,385
1698754,Harp,7.83,1,915,4646
1858874,Tacos,9.95,2,915,0
533964,"Glenmorangie 10",9.00,3,915,0
2061600,"Budweiser N/A",4.35,1,915,1
523266,Guinness,7.83,1,915,191
1698754,Harp,7.83,1,915,4646
1698754,Harp,7.83,1,915,4646
2318441,Bass,7.83,1,915,413
2467427,Nacho,17.00,2,915,0
2471800,"Pub Cheeseburger",15.00,2,915,0
523229,"Ginger Ale",2.61,4,915,0
523231,Water,0.00,4,915,0
523231,Water,0.00,4,915,0
523231,Water,0.00,4,915,0
523266,Guinness,7.83,1,915,191
1741999,"HOUSE SALAD",6.95,2,915,0
1742056,POUTINE,11.95,2,915,0
2382476,Grolsch,6.96,1,915,24109
2472117,"12 Wings",21.00,2,915,0
523266,Guinness,7.83,1,915,191
2472117,"12 Wings",21.00,2,915,0
859899,"Bourbon Lemonade",7.39,3,915,0
2382476,Grolsch,6.96,1,915,24109
2472724,"6 Wings",14.00,2,915,0
524918,"BUTTER CHICKEN",18.00,2,915,0
1216022,"Goose IPA",7.83,1,915,188
1698754,Harp,7.83,1,915,4646
2467427,Nacho,17.00,2,915,0
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
2468745,"Caesar Salad",8.00,2,915,0
2472015,"Ye Olde Orchard Burger",17.00,2,915,0
2473893,"Garlic Bread au gratin",6.00,2,915,0
1648079,"3 X JAMESON",8.70,3,915,0
1648079,"3 X JAMESON",8.70,3,915,0
523256,"Bloody Caesar",7.39,3,915,0
523256,"Bloody Caesar",7.39,3,915,0
523847,"Keith's Red",6.52,1,915,321
523897,Jameson,6.52,3,915,0
523897,Jameson,6.52,3,915,0
523897,Jameson,6.52,3,915,0
2467427,Nacho,17.00,2,915,0
2471799,"Chicken Tenders",16.00,2,915,0
2471802,"Hamburger Steak",16.00,2,915,0
2471802,"Hamburger Steak",16.00,2,915,0
835025,"Orchard Lager",6.09,1,915,828
1218610,"Btl Budweiser",4.35,1,915,1
2472117,"12 Wings",21.00,2,915,0
2859915,Rotator,6.96,1,915,0
1216023,Joufflue,6.96,1,915,1129
2318441,Bass,7.83,1,915,413
2471798,"Bangers & Mash",17.00,2,915,0
2475181,Cobb,16.00,2,915,0
2182127,"Manager Meal",6.96,3,915,0
597954,"DBL Bulleit Bourbon",13.05,3,915,0
1216022,"Goose IPA",7.83,1,915,188
1216022,"Goose IPA",7.83,1,915,188
525451,"1/2 Stella Artois",4.35,1,915,79
525451,"1/2 Stella Artois",4.35,1,915,79
1725887,"FISH & CHIPS",16.95,2,915,0
1858874,Tacos,9.95,2,915,0
523235,"Diet Coke",2.61,4,915,0
523247,Coke,2.61,4,915,0
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
836729,"Sh. Jagermeister",4.57,3,915,0
1842830,Smirnoff,6.96,3,915,0
2472117,"12 Wings",21.00,2,915,0
525680,"Black and Tan",7.83,1,915,751
531015,"White Velvet",7.83,1,915,1653
1734301,"NAAN BREAD PIZZA",11.95,2,915,0
2472116,"Open Faced Steak Sandwich",19.00,2,915,0
523910,"Shock Top",6.52,1,915,302
835522,"DBL Bloody Caesar",11.74,3,915,0
835717,"Sh. Jameson",4.57,3,915,0
1648079,"3 X JAMESON",8.70,3,915,0
2752067,"DBL Gordons Gin",11.31,3,915,0
2752067,"DBL Gordons Gin",11.31,3,915,0
2752067,"DBL Gordons Gin",11.31,3,915,0
523256,"Bloody Caesar",7.39,3,915,0
523256,"Bloody Caesar",7.39,3,915,0
835025,"Orchard Lager",6.09,1,915,828
1648079,"3 X JAMESON",8.70,3,915,0
1648079,"3 X JAMESON",8.70,3,915,0
1648079,"3 X JAMESON",8.70,3,915,0
523311,"Stella Artois",7.83,1,915,187
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835717,"Sh. Jameson",4.57,3,915,0
1218610,"Btl Budweiser",4.35,1,915,1
1842830,Smirnoff,6.96,3,915,0
2789512,"Sh. Fireball",4.57,3,915,0
2789512,"Sh. Fireball",4.57,3,915,0
2896861,"Captain Morgan White",6.96,3,915,0
2896861,"Captain Morgan White",6.96,3,915,0
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
1216023,Joufflue,6.96,1,915,1129
1216023,Joufflue,6.96,1,915,1129
1216023,Joufflue,6.96,1,915,1129
1704178,"Fleur Sauv 9oz",10.88,6,915,0
1704178,"Fleur Sauv 9oz",10.88,6,915,0
1704178,"Fleur Sauv 9oz",10.88,6,915,0
1725887,"FISH & CHIPS",16.95,2,915,0
2471798,"Bangers & Mash",17.00,2,915,0
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
835025,"Orchard Lager",6.09,1,915,828
1842830,Smirnoff,6.96,3,915,0
1842830,Smirnoff,6.96,3,915,0
1842830,Smirnoff,6.96,3,915,0
1842830,Smirnoff,6.96,3,915,0
556264,"Vodka Energy",8.70,3,915,0
796361,"Aberfeldy 12",7.17,3,915,0
2789512,"Sh. Fireball",4.57,3,915,0
2789512,"Sh. Fireball",4.57,3,915,0
523910,"Shock Top",6.52,1,915,302
1648079,"3 X JAMESON",8.70,3,915,0
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523311,"Stella Artois",7.83,1,915,187
523888,"CC 4-Top",13.92,3,915,0
523888,"CC 4-Top",13.92,3,915,0
525490,"Rolling Rock",6.52,1,915,385
835025,"Orchard Lager",6.09,1,915,828
1132785,"1/2 Hop House 13",4.35,1,915,6445
1217585,Snaffle,6.96,1,915,6799
1217589,"1/2 Labatt 50",3.91,1,915,44
1227643,"1/2 Joufflue",3.91,1,915,1128
1648079,"3 X JAMESON",8.70,3,915,0
1648079,"3 X JAMESON",8.70,3,915,0
1648079,"3 X JAMESON",8.70,3,915,0
1698828,"1/2 Harp",4.35,1,915,4645
1726645,"1/2 Smithwicks",4.35,1,915,3544
2182127,"Manager Meal",6.96,3,915,0
2289932,"1/2 Kilkenny",4.35,1,915,4647
2466601,"1/2 Grolsch",3.91,1,915,24109
4068169,"DBL 1800 Reposado",11.31,3,915,0
523910,"Shock Top",6.52,1,915,302
523910,"Shock Top",6.52,1,915,302
1216057,"Btl Corona",5.65,1,915,4672
1216057,"Btl Corona",5.65,1,915,4672
1216057,"Btl Corona",5.65,1,915,4672
1216057,"Btl Corona",5.65,1,915,4672
2752067,"DBL Gordons Gin",11.31,3,915,0
2752067,"DBL Gordons Gin",11.31,3,915,0
1216055,"Lug Tread",7.83,1,915,1766
1216055,"Lug Tread",7.83,1,915,1766
1648079,"3 X JAMESON",8.70,3,915,0
1842830,Smirnoff,6.96,3,915,0
1842830,Smirnoff,6.96,3,915,0
523311,"Stella Artois",7.83,1,915,187
523311,"Stella Artois",7.83,1,915,187
523910,"Shock Top",6.52,1,915,302
523910,"Shock Top",6.52,1,915,302
1216057,"Btl Corona",5.65,1,915,4672
2896861,"Captain Morgan White",6.96,3,915,0
523266,Guinness,7.83,1,915,191
523266,Guinness,7.83,1,915,191
523311,"Stella Artois",7.83,1,915,187
785892,"Amaretto Sour",6.96,3,915,0
793862,"Dalmore 12",10.87,3,915,0
835717,"Sh. Jameson",4.57,3,915,0
1156695,"Cliff WHITE 5 oz",6.09,6,915,0
1216055,"Lug Tread",7.83,1,915,1766
1217602,"Keith's Blonde",6.96,1,915,1847
2179152,STELLA,7.83,1,1077,78
1309486,CAFE,2.17,4,1077,0
1309590,MIMOSA,5.22,6,1077,0
2786525,"BURGER DE PORC",16.00,2,1077,0
2793138,"PDT RATTE",6.00,2,1077,0
1309590,MIMOSA,5.22,6,1077,0
2291270,"PETIT LATTE",3.91,4,1077,0
2786525,"BURGER DE PORC",16.00,2,1077,0
2793138,"PDT RATTE",6.00,2,1077,0
2291270,"PETIT LATTE",3.91,4,1077,0
2782141,"SALADE QUINOA",10.00,2,1077,0
2787360,"SMOKE DOG",6.00,2,1077,0
2793138,"PDT RATTE",6.00,2,1077,0
3254890,"GATEAU FROMAGE",10.00,2,1077,0
2291899,"LATTE TAKE-OUT",4.78,4,1077,0
2379044,"CAPPUCCINO TAKE-OUT",3.91,4,1077,0
2782141,"SALADE QUINOA",10.00,2,1077,0
2946394,"TATAKI MARLIN",13.00,2,1077,0
3254890,"GATEAU FROMAGE",10.00,2,1077,0
2782141,"SALADE QUINOA",10.00,2,1077,0
2786525,"BURGER DE PORC",16.00,2,1077,0
2786525,"BURGER DE PORC",16.00,2,1077,0
2793138,"PDT RATTE",6.00,2,1077,0
2921160,"BOURBON LIMONADE",10.44,3,1077,0
3156543,"SHORT RIB",20.00,2,1077,0
2291453,"DBL ESPRESSO ALLONGÉ",2.39,4,1077,0
2291628,CAPPUCCINO,3.04,4,1077,0
2782141,"SALADE QUINOA",10.00,2,1077,0
2946394,"TATAKI MARLIN",13.00,2,1077,0
1309459,"SCEAU 5 CORONA",25.00,1,1077,312
2230480,BLOODY,6.09,3,1077,0
2782141,"SALADE QUINOA",10.00,2,1077,0
2793137,"PILON CANARD",2.75,2,1077,0
3191231,"GOOSE ILAND",7.83,1,1077,0
2782141,"SALADE QUINOA",10.00,2,1077,0
2787360,"SMOKE DOG",6.00,2,1077,0
3986386,"DEMI SMASH CITRA",5.22,4,1077,0
2786524,"DEMI POULET",18.00,2,1077,0
2787360,"SMOKE DOG",6.00,2,1077,0
2793137,"PILON CANARD",2.75,2,1077,0
3986386,"DEMI SMASH CITRA",5.22,4,1077,0
1309475,"GIN HENDRIX",7.82,3,1077,0
1579177,CHASER,0.86,4,1077,0
2230480,BLOODY,6.09,3,1077,0
2863113,CHIPIE,7.83,1,1077,1019
3452528,"WEST COAST",7.83,1,1077,44916
3582607,"SMASH CITRA",7.83,3,1077,0
1309521,"G ESKA PETILLANTE",5.23,4,1077,0
2379347,1664,6.95,1,1077,386
2782141,"SALADE QUINOA",10.00,2,1077,0
1309521,"G ESKA PETILLANTE",5.23,4,1077,0
2379347,1664,6.95,1,1077,386
2782141,"SALADE QUINOA",10.00,2,1077,0
2793138,"PDT RATTE",6.00,2,1077,0
2946394,"TATAKI MARLIN",13.00,2,1077,0
3986386,"DEMI SMASH CITRA",5.22,4,1077,0
2863113,CHIPIE,7.83,1,1077,1019
1309414,"VIN BLANC 8",6.96,6,1077,0
2179503,"SHOCK TOP",7.83,1,1077,342
1309602,LEMONADE,3.04,4,1077,0
1309748,"OLD FASHION",6.96,3,1077,0
2793138,"PDT RATTE",6.00,2,1077,0
2946394,"TATAKI MARLIN",13.00,2,1077,0
3582607,"SMASH CITRA",7.83,3,1077,0
3986386,"DEMI SMASH CITRA",5.22,4,1077,0
1309465,"BUD LIGHT",6.53,1,1077,2
1309409,"ALCOOL SUITE 1",0.00,3,1077,0
1309465,"BUD LIGHT",6.53,1,1077,2
1431207,PEACHSNAPP,6.09,3,1077,0
2179726,"DEMI STELLA",5.22,1,1077,78
2179152,STELLA,7.83,1,1077,78
2179726,"DEMI STELLA",5.22,1,1077,78
2655637,"VERRE Sangria blanche",6.96,6,1077,0
1309673,"GINGER ALE",3.48,4,1077,0
2179503,"SHOCK TOP",7.83,1,1077,342
2655535,"VERRE SANGRIA ROUGE",6.96,6,1077,0
2655637,"VERRE Sangria blanche",6.96,6,1077,0
1309444,"MESSAGE CUISINE",0.00,5,1077,0
2179503,"SHOCK TOP",7.83,1,1077,342
2793138,"PDT RATTE",6.00,2,1077,0
1309423,CORONA,6.09,1,1077,4672
2179152,STELLA,7.83,1,1077,78
1309501,"=> 4 VERRES",0.00,5,1077,0
2291468,"PICHET Sangria blanche",22.61,6,1077,0
1309423,CORONA,6.09,1,1077,4672
2793137,"PILON CANARD",2.75,2,1077,0
4038453,"KIR ROYAL",7.83,6,1077,0
1309460,"APEROL SPRITZ",6.96,3,1077,0
2863113,CHIPIE,7.83,1,1077,1019
4038476,"MESSAGE $$$ CUISINE",78.28,5,1077,0
2787360,"SMOKE DOG",6.00,2,1077,0
2793137,"PILON CANARD",2.75,2,1077,0
3582607,"SMASH CITRA",7.83,3,1077,0
3986386,"DEMI SMASH CITRA",5.22,4,1077,0
1309460,"APEROL SPRITZ",6.96,3,1077,0
3191231,"GOOSE ILAND",7.83,1,1077,0
2179152,STELLA,7.83,1,1077,78
1309562,"VIN BLANC 10",8.70,6,1077,0
1309421,"MOJITO B ",10.44,3,1077,0
1309547,"SHOT NEIGE JAMESON",3.48,3,1077,0
2179152,STELLA,7.83,1,1077,78
2230480,BLOODY,6.09,3,1077,0
3582607,"SMASH CITRA",7.83,3,1077,0
2179152,STELLA,7.83,1,1077,78
2179503,"SHOCK TOP",7.83,1,1077,342
2179152,STELLA,7.83,1,1077,78
2863113,CHIPIE,7.83,1,1077,1019
1310479,"SHOT JIM BEAN ",3.48,3,1077,0
1309414,"VIN BLANC 8",6.96,6,1077,0
2179726,"DEMI STELLA",5.22,1,1077,78
2179152,STELLA,7.83,1,1077,78
3157871,"VERRE HAUT DARZAC ROSE",6.96,6,1077,0
1309414,"VIN BLANC 8",6.96,6,1077,0
1309423,CORONA,6.09,1,1077,4672
1309438,"VERRE ROUGE 8",6.96,6,1077,0
2171430,"PLATEAU MIXTE",34.00,2,1077,0
2777678,"LAITUE ARTISAN",12.00,2,1077,0
1309602,LEMONADE,3.04,4,1077,0
2179726,"DEMI STELLA",5.22,1,1077,78
2864839,"DEMI CHIPIE",5.22,1,1077,1718
3273932,"DEMI GOOSE ILAND",5.22,1,1077,45604
1309869,"HUITRES 1 $",1.00,1,1077,187
2230480,BLOODY,6.09,3,1077,0
2777677,"GUÉDILLE HOMARD",23.00,2,1077,0
2777684,"DEMI POULET",22.00,2,1077,0
2864839,"DEMI CHIPIE",5.22,1,1077,1718
3305563,"DEMI SHOCK TOP",5.22,1,1077,27422
1309460,"APEROL SPRITZ",6.96,3,1077,0
1309869,"HUITRES 1 $",1.00,1,1077,187
2179152,STELLA,7.83,1,1077,78
1309421,"MOJITO B ",10.44,3,1077,0
1309493,"CUCUMIS VERRE",6.95,3,1077,0
1309869,"HUITRES 1 $",1.00,1,1077,187
2291453,"DBL ESPRESSO ALLONGÉ",2.39,4,1077,0
2179152,STELLA,7.83,1,1077,78
2179503,"SHOCK TOP",7.83,1,1077,342
2777679,"PÉTONCLE ET FLANC",26.00,2,1077,0
2777684,"DEMI POULET",22.00,2,1077,0
2863113,CHIPIE,7.83,1,1077,1019
3582607,"SMASH CITRA",7.83,3,1077,0
3986386,"DEMI SMASH CITRA",5.22,4,1077,0
1309869,"HUITRES 1 $",1.00,1,1077,187
3582607,"SMASH CITRA",7.83,3,1077,0
1309869,"HUITRES 1 $",1.00,1,1077,187
3582607,"SMASH CITRA",7.83,3,1077,0
3986386,"DEMI SMASH CITRA",5.22,4,1077,0
3582607,"SMASH CITRA",7.83,3,1077,0
3582607,"SMASH CITRA",7.83,3,1077,0
1309423,CORONA,6.09,1,1077,4672
1309869,"HUITRES 1 $",1.00,1,1077,187
1309562,"VIN BLANC 10",8.70,6,1077,0
1309621,"OLIVE 6$",6.00,2,1077,0
1309674,"VERRE PROSSECO",6.53,6,1077,0
1309869,"HUITRES 1 $",1.00,1,1077,187
2180108,"PAIN FROMAGE",10.00,2,1077,0
2777681,"TARTARE DE CERF",20.00,2,1077,0
1309751,"SHOT VODKA CRITAL ",3.48,3,1077,0
1309869,"HUITRES 1 $",1.00,1,1077,187
2171430,"PLATEAU MIXTE",34.00,2,1077,0
2379347,1664,6.95,1,1077,386
2655637,"VERRE Sangria blanche",6.96,6,1077,0
3582607,"SMASH CITRA",7.83,3,1077,0
1309562,"VIN BLANC 10",8.70,6,1077,0
1309644,"NE PAS FAIRE",0.00,5,1077,0
1309869,"HUITRES 1 $",1.00,1,1077,187
2777689,"MOUSSE DE FOIE",14.00,2,1077,0
3191231,"GOOSE ILAND",7.83,1,1077,0
2780011,"DORÉMI MARINÉ",10.00,2,1077,0
2171440,"ASSIETTES DE FROMAGES",24.00,2,1077,0
2777691,"PILON DE CANARD",16.00,2,1077,0
3582607,"SMASH CITRA",7.83,3,1077,0
1309423,CORONA,6.09,1,1077,4672
1309423,CORONA,6.09,1,1077,4672
1309463,"CUCUMIS PICHET",22.62,2,1077,0
1309501,"=> 4 VERRES",0.00,5,1077,0
1460872,"PLAZA DE LA REINA",35.00,6,1077,0
2171436,"ASSIETTE DE CHARCUTERIES",24.00,2,1077,0
2781787,"BAGUETTE SUPPLÉMENTAIRE",0.00,2,1077,0
1309423,CORONA,6.09,1,1077,4672
1309869,"HUITRES 1 $",1.00,1,1077,187
1315499,"VIN ROUGE 10",8.70,6,1077,0
1315499,"VIN ROUGE 10",8.70,6,1077,0
2171440,"ASSIETTES DE FROMAGES",24.00,2,1077,0
2777681,"TARTARE DE CERF",20.00,2,1077,0
1309869,"HUITRES 1 $",1.00,1,1077,187
2638970,"MILESILES PILSNER",9.57,4,1077,0
2179152,STELLA,7.83,1,1077,78
2179726,"DEMI STELLA",5.22,1,1077,78
1309414,"VIN BLANC 8",6.96,6,1077,0
2179726,"DEMI STELLA",5.22,1,1077,78
1309513,"GIN GORDON",6.09,3,1077,0
1579177,CHASER,0.86,4,1077,0
