id,bar_id,nd,hour,total_sales
152640369,1158,2018-08-02,21,44.97
152640370,1158,2018-08-02,21,46.38
152640371,1158,2018-08-02,22,51.19
152640372,1158,2018-08-02,22,117.23
152640373,1158,2018-08-02,23,86.64
152640374,1158,2018-08-02,23,15.97
152640375,1158,2018-08-02,23,59.17
152640376,1158,2018-08-02,23,46.38
152640377,1158,2018-08-02,23,19.68
152689894,1158,2018-08-02,21,17.85
152689895,1158,2018-08-02,22,42.65
152689897,1158,2018-08-02,22,28.45
152689898,1158,2018-08-02,22,123.79
152689899,1158,2018-08-02,22,103.34
152689900,1158,2018-08-02,22,46.16
152689901,1158,2018-08-02,22,81.08
152689902,1158,2018-08-02,23,107.70
152689903,1158,2018-08-02,23,64.41
152689904,1158,2018-08-02,23,24.80
152689905,1158,2018-08-02,23,46.89
152689906,1158,2018-08-02,23,48.43
152689907,1158,2018-08-02,23,19.63
152689908,1158,2018-08-02,23,42.49
152689909,1158,2018-08-02,0,58.55
152689910,1158,2018-08-02,23,57.07
152689913,1158,2018-08-02,23,13.25
152689914,1158,2018-08-02,23,15.98
152689915,1158,2018-08-02,0,31.32
152689916,1158,2018-08-02,22,109.96
152689917,1158,2018-08-02,22,42.78
152689918,1158,2018-08-02,22,40.82
152689919,1158,2018-08-02,22,28.46
152689920,1158,2018-08-02,22,82.48
152689921,1158,2018-08-02,22,15.59
152689922,1158,2018-08-02,0,25.96
152689923,1158,2018-08-02,0,34.25
152689924,1158,2018-08-02,22,36.20
152689925,1158,2018-08-02,22,36.06
152689926,1158,2018-08-02,23,52.87
152689927,1158,2018-08-02,23,38.98
152689929,1158,2018-08-02,23,19.84
152752057,1158,2018-08-02,21,33.03
152752058,1158,2018-08-02,22,24.16
152752059,1158,2018-08-02,23,68.48
152752060,1158,2018-08-02,23,80.27
152752061,1158,2018-08-02,23,51.88
152752062,1158,2018-08-02,23,54.31
152752063,1158,2018-08-02,23,12.41
152752065,1158,2018-08-02,0,0.00
152752066,1158,2018-08-02,0,34.96
152752067,1158,2018-08-02,22,40.56
152752068,1158,2018-08-02,22,63.58
152752069,1158,2018-08-02,22,80.14
152752070,1158,2018-08-02,22,6.76
152752072,1158,2018-08-02,0,0.00
152752073,1158,2018-08-02,0,40.15
152752074,1158,2018-08-02,0,40.04
152752075,1158,2018-08-02,0,96.33
152752076,1158,2018-08-02,0,39.49
152752077,1158,2018-08-02,0,274.44
152752078,1158,2018-08-02,0,79.72
152752079,1158,2018-08-02,0,48.45
152752080,1158,2018-08-02,0,56.89
152752081,1158,2018-08-02,23,14.25
152752082,1158,2018-08-02,23,23.04
152752083,1158,2018-08-02,23,14.25
152752084,1158,2018-08-02,23,8.15
152752085,1158,2018-08-02,23,10.95
152752086,1158,2018-08-02,23,19.62
152752087,1158,2018-08-02,23,10.04
152752088,1158,2018-08-02,1,39.36
152752089,1158,2018-08-02,0,55.55
152752090,1158,2018-08-02,23,43.53
152752091,1158,2018-08-02,1,48.23
152752092,1158,2018-08-02,1,38.18
152752093,1158,2018-08-02,0,93.71
152752094,1158,2018-08-02,23,331.74
152752095,1158,2018-08-02,23,28.86
152752096,1158,2018-08-02,23,112.38
152752097,1158,2018-08-02,23,27.75
152752098,1158,2018-08-02,23,172.67
152752099,1158,2018-08-02,23,27.82
152752100,1158,2018-08-02,23,26.89
152752101,1158,2018-08-02,0,36.10
152752102,1158,2018-08-02,1,43.45
152752103,1158,2018-08-02,1,24.80
152752104,1158,2018-08-02,0,24.22
152752105,1158,2018-08-02,22,26.48
152752106,1158,2018-08-02,21,31.36
152752623,1158,2018-08-02,23,15.63
152752624,1158,2018-08-02,23,27.34
152752625,1158,2018-08-02,0,67.82
152752626,1158,2018-08-02,0,51.62
152752627,1158,2018-08-02,0,60.57
152752628,1158,2018-08-02,23,45.51
152752629,1158,2018-08-02,23,32.92
152752630,1158,2018-08-02,23,58.21
152752631,1158,2018-08-02,0,28.23
152752632,1158,2018-08-02,0,21.77
152826732,1158,2018-08-02,21,0.00
152826733,1158,2018-08-02,23,24.84
152826734,1158,2018-08-02,0,42.19
152826735,1158,2018-08-02,0,44.51
152826736,1158,2018-08-02,1,59.45
152826737,1158,2018-08-02,1,24.52
152826738,1158,2018-08-02,1,0.00
152826739,1158,2018-08-02,23,320.18
152826740,1158,2018-08-02,23,80.24
152826741,1158,2018-08-02,23,45.70
152826742,1158,2018-08-02,23,44.88
152826743,1158,2018-08-02,23,26.23
152826744,1158,2018-08-02,23,49.68
152826745,1158,2018-08-02,1,16.94
152826746,1158,2018-08-02,1,33.04
152826747,1158,2018-08-02,1,53.75
152826748,1158,2018-08-02,1,47.32
152826749,1158,2018-08-02,1,79.85
152826750,1158,2018-08-02,1,40.76
152826751,1158,2018-08-02,1,22.76
152826752,1158,2018-08-02,1,21.81
152826754,1158,2018-08-02,1,36.10
152826755,1158,2018-08-02,0,0.00
152826756,1158,2018-08-02,0,63.16
152826757,1158,2018-08-02,1,24.49
152826758,1158,2018-08-02,1,8.72
152826759,1158,2018-08-02,1,8.56
152826761,1158,2018-08-02,2,13.52
152826762,1158,2018-08-02,2,13.52
152826763,1158,2018-08-02,2,13.10
152826764,1158,2018-08-02,0,76.13
152826765,1158,2018-08-02,0,3.99
152826766,1158,2018-08-02,0,24.93
152826767,1158,2018-08-02,0,22.37
152826768,1158,2018-08-02,0,94.22
152826769,1158,2018-08-02,0,29.94
152826773,1158,2018-08-02,1,35.57
152826774,1158,2018-08-02,1,16.94
152826775,1158,2018-08-02,23,112.19
152826776,1158,2018-08-02,2,9.89
152826777,1158,2018-08-02,2,6.76
152826778,1158,2018-08-02,23,24.84
152826779,1158,2018-08-02,23,24.98
152826780,1158,2018-08-02,2,0.00
152826781,1158,2018-08-02,2,29.55
152827692,1158,2018-08-02,23,0.00
152827693,1158,2018-08-02,0,112.39
152827694,1158,2018-08-02,0,37.04
152827695,1158,2018-08-02,0,44.13
152827696,1158,2018-08-02,23,268.94
152827697,1158,2018-08-02,23,249.64
152827698,1158,2018-08-02,23,187.91
152827699,1158,2018-08-02,1,65.29
152827700,1158,2018-08-02,0,13.99
152827701,1158,2018-08-02,23,262.43
152914684,1158,2018-08-02,22,7.30
152914685,1158,2018-08-02,22,0.00
152914686,1158,2018-08-02,22,58.93
152914687,1158,2018-08-02,22,48.40
152914688,1158,2018-08-02,22,25.62
152914689,1158,2018-08-02,22,12.97
152914692,1158,2018-08-02,0,56.13
152914693,1158,2018-08-02,0,0.00
152914694,1158,2018-08-02,0,0.00
152914695,1158,2018-08-02,23,0.00
152914696,1158,2018-08-02,23,37.93
152914697,1158,2018-08-02,1,53.82
152914699,1158,2018-08-02,1,42.83
152914700,1158,2018-08-02,1,36.48
152914701,1158,2018-08-02,1,26.05
152914702,1158,2018-08-02,1,0.00
152914703,1158,2018-08-02,1,109.61
152914704,1158,2018-08-02,2,18.01
152914705,1158,2018-08-02,2,0.00
152914706,1158,2018-08-02,2,117.24
152914707,1158,2018-08-02,2,57.63
152914708,1158,2018-08-02,2,0.00
152914709,1158,2018-08-02,2,36.83
152914710,1158,2018-08-02,2,21.98
152914711,1158,2018-08-02,2,85.63
152914712,1158,2018-08-02,2,54.62
152914713,1158,2018-08-02,2,19.92
152914714,1158,2018-08-02,2,35.53
152914715,1158,2018-08-02,2,24.78
152914716,1158,2018-08-02,2,17.85
152914717,1158,2018-08-02,2,22.84
152914718,1158,2018-08-02,2,19.18
152914719,1158,2018-08-02,1,129.69
152914720,1158,2018-08-02,3,10.30
152914721,1158,2018-08-02,2,53.23
152914722,1158,2018-08-02,3,55.24
152914723,1158,2018-08-02,2,30.87
152914724,1158,2018-08-02,3,0.00
152914725,1158,2018-08-02,2,7.30
152914726,1158,2018-08-02,2,23.99
152914728,1158,2018-08-02,1,8.93
152914729,1158,2018-08-02,1,31.88
152914730,1158,2018-08-02,2,19.92
152914731,1158,2018-08-02,1,31.88
153039706,1158,2018-08-02,2,105.67
153039707,1158,2018-08-02,2,0.00
153039708,1158,2018-08-02,3,2.97
153039709,1158,2018-08-02,3,0.00
153039710,1158,2018-08-02,3,46.25
153039711,1158,2018-08-02,3,52.57
153039712,1158,2018-08-02,3,18.78
153039713,1158,2018-08-02,3,35.15
153039714,1158,2018-08-02,3,45.75
153039715,1158,2018-08-02,3,26.29
153039716,1158,2018-08-02,3,34.16
153039717,1158,2018-08-02,4,42.20
153039718,1158,2018-08-02,5,39.08
153039719,1158,2018-08-02,5,27.65
153039720,1158,2018-08-02,5,75.77
153039721,1158,2018-08-02,4,6.50
153039722,1158,2018-08-02,4,8.97
153039723,1158,2018-08-02,4,15.93
153039724,1158,2018-08-02,4,4.95
153039725,1158,2018-08-02,5,25.44
153039726,1158,2018-08-02,5,23.16
153122956,1158,2018-08-02,0,8.47
153122957,1158,2018-08-02,1,44.92
153122958,1158,2018-08-02,4,25.68
153122959,1158,2018-08-02,4,0.00
153122960,1158,2018-08-02,4,110.62
153122961,1158,2018-08-02,4,20.32
153122962,1158,2018-08-02,4,19.76
153122963,1158,2018-08-02,4,33.88
153122964,1158,2018-08-02,4,48.27
153122965,1158,2018-08-02,4,9.33
153122966,1158,2018-08-02,4,9.89
153122967,1158,2018-08-02,4,19.50
150617747,1840,2018-08-01,22,53.00
150617748,1840,2018-08-01,22,1430.00
150617749,1840,2018-08-01,22,733.00
150617750,1840,2018-08-01,22,427.00
150641871,1840,2018-08-01,22,383.00
150641872,1840,2018-08-01,22,574.70
150669938,1840,2018-08-01,22,1215.20
150669939,1840,2018-08-01,22,832.50
150669940,1840,2018-08-01,22,455.70
150669941,1840,2018-08-01,22,446.00
150669942,1840,2018-08-01,22,1123.50
150704600,1840,2018-08-01,22,1034.00
150704601,1840,2018-08-01,22,625.00
150720705,1840,2018-08-01,23,935.00
150743398,1840,2018-08-01,23,560.00
150743399,1840,2018-08-01,23,706.30
150775310,1840,2018-08-01,23,814.40
150859159,1840,2018-08-01,0,920.80
150859160,1840,2018-08-01,0,581.00
150893793,1840,2018-08-01,0,1265.60
150931512,1840,2018-08-01,0,634.40
150956314,1840,2018-08-01,1,867.00
150956315,1840,2018-08-01,1,2516.00
150956316,1840,2018-08-01,1,1325.80
150979416,1840,2018-08-01,1,112.00
150979417,1840,2018-08-01,1,224.00
152651576,1840,2018-08-02,21,290.00
152679813,1840,2018-08-02,21,678.00
152679814,1840,2018-08-02,21,976.00
152710498,1840,2018-08-02,22,852.00
152710499,1840,2018-08-02,22,409.00
152710500,1840,2018-08-02,22,1105.00
152717328,1840,2018-08-02,22,449.40
152717329,1840,2018-08-02,22,1087.00
152725750,1840,2018-08-02,22,2160.90
152738272,1840,2018-08-02,22,2133.00
152776857,1840,2018-08-02,23,1009.00
152776858,1840,2018-08-02,23,790.00
152776859,1840,2018-08-02,23,1250.00
152802470,1840,2018-08-02,23,1254.40
152874350,1840,2018-08-02,0,900.00
152883183,1840,2018-08-02,0,1048.60
152883184,1840,2018-08-02,0,291.00
152883185,1840,2018-08-02,0,500.00
152906823,1840,2018-08-02,0,1321.00
152942459,1840,2018-08-02,1,1111.00
152953381,1840,2018-08-02,1,811.00
149227066,2031,2018-08-01,10,45.00
149227067,2031,2018-08-01,10,50.00
149227068,2031,2018-08-01,10,125.00
149227069,2031,2018-08-01,10,85.00
149227070,2031,2018-08-01,10,185.00
149337986,2031,2018-08-01,11,90.00
149337987,2031,2018-08-01,11,135.00
149337988,2031,2018-08-01,11,45.00
149337989,2031,2018-08-01,11,60.00
149337990,2031,2018-08-01,11,170.00
149337991,2031,2018-08-01,11,85.00
149337992,2031,2018-08-01,11,50.00
149461045,2031,2018-08-01,13,390.00
149490421,2031,2018-08-01,13,85.00
149513772,2031,2018-08-01,13,85.00
149513775,2031,2018-08-01,13,680.00
149561227,2031,2018-08-01,13,300.00
149561228,2031,2018-08-01,13,380.00
149561229,2031,2018-08-01,13,235.00
149625464,2031,2018-08-01,14,190.00
149625465,2031,2018-08-01,14,60.00
149625466,2031,2018-08-01,14,57.00
149720261,2031,2018-08-01,14,440.00
149720262,2031,2018-08-01,14,190.00
149720263,2031,2018-08-01,14,215.00
149720264,2031,2018-08-01,14,190.00
149751580,2031,2018-08-01,15,380.00
149751581,2031,2018-08-01,15,175.00
149778205,2031,2018-08-01,15,405.00
149778206,2031,2018-08-01,15,380.00
149826181,2031,2018-08-01,15,270.00
149826182,2031,2018-08-01,15,1710.00
149864500,2031,2018-08-01,15,645.00
149864501,2031,2018-08-01,15,95.00
149904252,2031,2018-08-01,16,125.00
149931515,2031,2018-08-01,16,190.00
150031271,2031,2018-08-01,17,195.00
150050397,2031,2018-08-01,17,185.00
150050398,2031,2018-08-01,17,175.00
150083238,2031,2018-08-01,17,240.00
150120075,2031,2018-08-01,17,195.00
150120076,2031,2018-08-01,17,95.00
150178844,2031,2018-08-01,18,130.00
150248941,2031,2018-08-01,18,485.00
150299557,2031,2018-08-01,18,170.00
150319622,2031,2018-08-01,19,155.00
150319623,2031,2018-08-01,19,135.00
150331555,2031,2018-08-01,19,195.00
150362767,2031,2018-08-01,19,105.00
150362768,2031,2018-08-01,19,675.00
150362769,2031,2018-08-01,20,285.00
150385714,2031,2018-08-01,20,520.00
150434401,2031,2018-08-01,20,225.00
150434402,2031,2018-08-01,20,105.00
150434403,2031,2018-08-01,20,515.00
150434404,2031,2018-08-01,20,405.00
150516395,2031,2018-08-01,21,1000.00
150557483,2031,2018-08-01,21,215.00
150557484,2031,2018-08-01,21,235.00
150672225,2031,2018-08-01,22,370.00
150672226,2031,2018-08-01,22,915.00
150672227,2031,2018-08-01,22,180.00
150672228,2031,2018-08-01,22,455.00
150672229,2031,2018-08-01,22,990.00
150672230,2031,2018-08-01,22,365.00
150711863,2031,2018-08-01,22,1010.00
150711864,2031,2018-08-01,22,1615.00
150723091,2031,2018-08-01,23,725.00
150744033,2031,2018-08-01,23,85.00
150744034,2031,2018-08-01,23,290.00
150812779,2031,2018-08-01,23,60.00
150836226,2031,2018-08-01,0,1590.00
150836227,2031,2018-08-01,0,555.00
150859917,2031,2018-08-01,0,495.00
150859919,2031,2018-08-01,0,1040.00
150859920,2031,2018-08-01,0,840.00
150898319,2031,2018-08-01,0,230.00
150898320,2031,2018-08-01,0,250.00
150933853,2031,2018-08-01,1,640.00
150933854,2031,2018-08-01,0,645.00
150933855,2031,2018-08-01,0,1130.00
150933856,2031,2018-08-01,0,550.00
150959881,2031,2018-08-01,1,135.00
151012170,2031,2018-08-01,1,555.00
151012171,2031,2018-08-01,1,135.00
151137089,2031,2018-08-01,2,205.00
151137090,2031,2018-08-01,2,295.00
151137091,2031,2018-08-01,2,595.00
151137092,2031,2018-08-01,2,955.00
151137093,2031,2018-08-01,2,305.00
151137094,2031,2018-08-01,1,485.00
151137095,2031,2018-08-01,2,825.00
151137096,2031,2018-08-01,2,140.00
151137097,2031,2018-08-01,3,128.00
151137098,2031,2018-08-01,2,220.00
151137099,2031,2018-08-01,1,100.00
151137100,2031,2018-08-01,2,70.00
151137101,2031,2018-08-01,2,88.00
151137102,2031,2018-08-01,2,115.00
151137103,2031,2018-08-01,2,76.00
151137104,2031,2018-08-01,2,215.00
151759577,2031,2018-08-02,9,45.00
151778605,2031,2018-08-02,10,45.00
151792187,2031,2018-08-02,10,119.00
151813803,2031,2018-08-02,10,160.00
151824541,2031,2018-08-02,10,354.00
151845323,2031,2018-08-02,11,90.00
151881935,2031,2018-08-02,11,45.00
151881936,2031,2018-08-02,11,50.00
151912453,2031,2018-08-02,12,195.00
151923032,2031,2018-08-02,12,159.00
151923033,2031,2018-08-02,12,85.00
151923034,2031,2018-08-02,12,190.00
151951335,2031,2018-08-02,12,110.00
151961481,2031,2018-08-02,12,215.00
152161733,2031,2018-08-02,13,430.00
152161734,2031,2018-08-02,13,190.00
152172058,2031,2018-08-02,14,405.00
152172059,2031,2018-08-02,14,190.00
152172060,2031,2018-08-02,14,190.00
152178090,2031,2018-08-02,14,430.00
152186063,2031,2018-08-02,14,380.00
152203064,2031,2018-08-02,14,570.00
152226967,2031,2018-08-02,15,570.00
152226968,2031,2018-08-02,15,380.00
152239358,2031,2018-08-02,15,110.00
152239359,2031,2018-08-02,15,285.00
152239360,2031,2018-08-02,15,380.00
152262190,2031,2018-08-02,15,190.00
152262191,2031,2018-08-02,15,380.00
152262192,2031,2018-08-02,15,190.00
152262193,2031,2018-08-02,15,380.00
152282554,2031,2018-08-02,15,670.00
152282555,2031,2018-08-02,15,380.00
152313979,2031,2018-08-02,16,1140.00
152313980,2031,2018-08-02,16,270.00
152313981,2031,2018-08-02,16,315.00
152439189,2031,2018-08-02,17,50.00
152439190,2031,2018-08-02,17,110.00
152439191,2031,2018-08-02,17,62.00
152439192,2031,2018-08-02,17,85.00
152439193,2031,2018-08-02,17,235.00
152439194,2031,2018-08-02,17,190.00
152439195,2031,2018-08-02,17,1800.00
152461254,2031,2018-08-02,18,300.00
152461255,2031,2018-08-02,18,88.00
152461256,2031,2018-08-02,18,365.00
152461257,2031,2018-08-02,18,105.00
152461258,2031,2018-08-02,18,195.00
152573454,2031,2018-08-02,19,225.00
152573455,2031,2018-08-02,19,220.00
152590711,2031,2018-08-02,19,110.00
152590712,2031,2018-08-02,19,235.00
152590713,2031,2018-08-02,19,225.00
152608605,2031,2018-08-02,20,315.00
152617188,2031,2018-08-02,20,70.00
152634884,2031,2018-08-02,20,190.00
152634885,2031,2018-08-02,20,205.00
152634886,2031,2018-08-02,20,115.00
152653702,2031,2018-08-02,21,170.00
152653703,2031,2018-08-02,21,285.00
152661377,2031,2018-08-02,21,235.00
152671018,2031,2018-08-02,21,290.00
152706672,2031,2018-08-02,22,405.00
152717121,2031,2018-08-02,22,645.00
152717122,2031,2018-08-02,22,305.00
152717123,2031,2018-08-02,22,345.00
152717124,2031,2018-08-02,22,95.00
152717125,2031,2018-08-02,22,765.00
152729132,2031,2018-08-02,22,630.00
152742765,2031,2018-08-02,22,495.00
152742766,2031,2018-08-02,22,95.00
152771209,2031,2018-08-02,23,700.00
152808040,2031,2018-08-02,23,535.00
152808041,2031,2018-08-02,23,210.00
152808042,2031,2018-08-02,23,485.00
152808043,2031,2018-08-02,23,2505.00
152847128,2031,2018-08-02,23,1340.00
152847129,2031,2018-08-02,23,790.00
152847130,2031,2018-08-02,23,605.00
152847131,2031,2018-08-02,23,635.00
152847132,2031,2018-08-02,0,510.00
152874142,2031,2018-08-02,0,590.00
152874143,2031,2018-08-02,0,980.00
152888896,2031,2018-08-02,0,1595.00
152888897,2031,2018-08-02,0,1475.00
152888898,2031,2018-08-02,0,2665.00
152888899,2031,2018-08-02,0,460.00
152908669,2031,2018-08-02,0,515.00
152908673,2031,2018-08-02,0,745.00
152908675,2031,2018-08-02,0,560.00
152947907,2031,2018-08-02,1,440.00
152947908,2031,2018-08-02,1,495.00
152953296,2031,2018-08-02,1,440.00
152962176,2031,2018-08-02,1,105.00
152962177,2031,2018-08-02,1,510.00
152962178,2031,2018-08-02,1,525.00
152962179,2031,2018-08-02,1,205.00
152962180,2031,2018-08-02,1,310.00
152962181,2031,2018-08-02,1,520.00
152962182,2031,2018-08-02,1,2410.00
152962183,2031,2018-08-02,1,3720.00
152962184,2031,2018-08-02,1,175.00
152962185,2031,2018-08-02,1,850.00
153053154,2031,2018-08-02,2,885.00
153053155,2031,2018-08-02,1,115.00
153053156,2031,2018-08-02,2,500.00
153053157,2031,2018-08-02,2,52.00
153053158,2031,2018-08-02,2,64.00
153053159,2031,2018-08-02,2,580.00
153053160,2031,2018-08-02,2,230.00
147466571,2634,2018-08-01,10,6.50
147525698,2634,2018-08-01,10,6.50
147570563,2634,2018-08-01,11,7.00
147570564,2634,2018-08-01,11,6.50
147570565,2634,2018-08-01,11,23.00
147570566,2634,2018-08-01,11,14.50
147570567,2634,2018-08-01,11,18.00
147570568,2634,2018-08-01,11,18.00
147570569,2634,2018-08-01,11,6.50
147570570,2634,2018-08-01,11,5.00
147570571,2634,2018-08-01,11,13.00
147636258,2634,2018-08-01,11,16.00
147636259,2634,2018-08-01,11,6.50
147636260,2634,2018-08-01,11,9.00
147636261,2634,2018-08-01,11,5.00
147636262,2634,2018-08-01,11,6.50
147636263,2634,2018-08-01,12,16.00
147636264,2634,2018-08-01,12,13.00
147636265,2634,2018-08-01,12,18.50
147636266,2634,2018-08-01,12,16.50
147636267,2634,2018-08-01,12,32.00
147636268,2634,2018-08-01,12,25.80
147636269,2634,2018-08-01,12,8.00
147636270,2634,2018-08-01,12,15.00
147636271,2634,2018-08-01,12,8.00
147755000,2634,2018-08-01,12,6.50
147755001,2634,2018-08-01,12,4.00
147755002,2634,2018-08-01,12,14.00
147755003,2634,2018-08-01,12,8.00
147755004,2634,2018-08-01,12,55.40
147755005,2634,2018-08-01,12,23.00
147755006,2634,2018-08-01,12,119.60
147755007,2634,2018-08-01,12,9.00
147755008,2634,2018-08-01,12,32.00
147755009,2634,2018-08-01,12,18.98
147755010,2634,2018-08-01,12,14.50
147755011,2634,2018-08-01,12,14.50
147755012,2634,2018-08-01,12,12.50
147755013,2634,2018-08-01,12,10.00
147755014,2634,2018-08-01,12,32.00
147755015,2634,2018-08-01,12,16.00
147755016,2634,2018-08-01,12,0.00
147755017,2634,2018-08-01,12,16.00
147755018,2634,2018-08-01,12,16.00
147755019,2634,2018-08-01,12,6.55
147755020,2634,2018-08-01,12,36.00
147755021,2634,2018-08-01,12,29.00
147755022,2634,2018-08-01,12,39.00
147755023,2634,2018-08-01,12,16.00
147755024,2634,2018-08-01,12,25.00
147755025,2634,2018-08-01,12,14.50
147755026,2634,2018-08-01,12,33.00
147755027,2634,2018-08-01,12,14.50
147755028,2634,2018-08-01,12,16.00
147755029,2634,2018-08-01,12,14.50
147755030,2634,2018-08-01,12,14.50
147755031,2634,2018-08-01,12,18.98
147755032,2634,2018-08-01,12,4.50
147755033,2634,2018-08-01,12,29.00
147755034,2634,2018-08-01,12,13.50
147755035,2634,2018-08-01,12,6.50
147755036,2634,2018-08-01,12,6.50
147755037,2634,2018-08-01,12,14.50
147755038,2634,2018-08-01,12,12.00
147755039,2634,2018-08-01,12,64.00
147755040,2634,2018-08-01,12,180.00
147755041,2634,2018-08-01,12,180.00
147755042,2634,2018-08-01,12,210.00
147755043,2634,2018-08-01,12,8.00
147755044,2634,2018-08-01,12,162.00
147755045,2634,2018-08-01,12,6.50
147755046,2634,2018-08-01,12,180.00
147755047,2634,2018-08-01,12,252.00
147755048,2634,2018-08-01,12,6.50
147755049,2634,2018-08-01,12,195.00
147755050,2634,2018-08-01,12,228.33
147755051,2634,2018-08-01,12,195.00
147755052,2634,2018-08-01,12,195.00
147755053,2634,2018-08-01,12,144.50
147755054,2634,2018-08-01,12,7.00
147755055,2634,2018-08-01,12,52.00
147755056,2634,2018-08-01,12,280.00
147755057,2634,2018-08-01,12,-245.00
147755058,2634,2018-08-01,12,280.00
147755059,2634,2018-08-01,12,6.20
147755060,2634,2018-08-01,12,9.00
147755061,2634,2018-08-01,12,11.00
147755062,2634,2018-08-01,12,7.60
147755063,2634,2018-08-01,12,32.00
147755064,2634,2018-08-01,12,9.00
147755065,2634,2018-08-01,12,31.00
147755066,2634,2018-08-01,12,16.00
147755067,2634,2018-08-01,12,16.00
147755068,2634,2018-08-01,12,47.00
147755069,2634,2018-08-01,12,18.00
147755070,2634,2018-08-01,12,29.00
147755071,2634,2018-08-01,12,40.00
147755072,2634,2018-08-01,12,16.00
147755073,2634,2018-08-01,12,17.50
147755074,2634,2018-08-01,12,14.50
147755075,2634,2018-08-01,12,16.00
147755076,2634,2018-08-01,12,19.98
147755077,2634,2018-08-01,12,14.50
147755078,2634,2018-08-01,12,16.00
147755079,2634,2018-08-01,12,42.00
147755080,2634,2018-08-01,12,73.50
147755081,2634,2018-08-01,13,18.00
147755082,2634,2018-08-01,13,15.50
147755083,2634,2018-08-01,13,16.00
147755084,2634,2018-08-01,13,75.00
147817836,2634,2018-08-01,13,44.98
147817837,2634,2018-08-01,13,4.20
147817838,2634,2018-08-01,13,0.00
147817839,2634,2018-08-01,13,8.00
147817840,2634,2018-08-01,13,28.00
147817841,2634,2018-08-01,13,4.00
147817842,2634,2018-08-01,13,5.00
147817843,2634,2018-08-01,13,17.00
147817844,2634,2018-08-01,13,34.00
147817845,2634,2018-08-01,13,13.50
147817846,2634,2018-08-01,13,16.50
147817847,2634,2018-08-01,13,163.64
147817848,2634,2018-08-01,13,15.90
147817849,2634,2018-08-01,13,78.96
147817850,2634,2018-08-01,13,7.50
147817851,2634,2018-08-01,13,6.20
147817852,2634,2018-08-01,13,6.90
147817853,2634,2018-08-01,13,18.00
147817854,2634,2018-08-01,13,9.10
147817855,2634,2018-08-01,13,29.00
147817856,2634,2018-08-01,13,32.00
147817857,2634,2018-08-01,13,32.00
147817858,2634,2018-08-01,13,8.00
147817859,2634,2018-08-01,13,9.00
147817860,2634,2018-08-01,13,8.00
147817861,2634,2018-08-01,13,16.00
147817862,2634,2018-08-01,13,0.00
147878676,2634,2018-08-01,13,8.00
147878677,2634,2018-08-01,13,6.55
147878678,2634,2018-08-01,13,6.90
147878679,2634,2018-08-01,13,17.90
147878680,2634,2018-08-01,13,6.90
147878681,2634,2018-08-01,13,-52.00
147878682,2634,2018-08-01,13,4.00
147878683,2634,2018-08-01,13,8.00
147878684,2634,2018-08-01,13,50.00
147878685,2634,2018-08-01,13,13.10
147878686,2634,2018-08-01,13,13.96
147878687,2634,2018-08-01,13,9.00
147878688,2634,2018-08-01,13,4.75
147878689,2634,2018-08-01,13,13.10
147878690,2634,2018-08-01,14,20.98
147878691,2634,2018-08-01,14,29.48
147878692,2634,2018-08-01,14,16.00
147878693,2634,2018-08-01,14,6.00
147878694,2634,2018-08-01,14,19.80
147928669,2634,2018-08-01,14,9.00
147928670,2634,2018-08-01,14,13.10
147928671,2634,2018-08-01,14,0.00
147928672,2634,2018-08-01,14,84.96
147928673,2634,2018-08-01,14,8.98
147928674,2634,2018-08-01,14,9.00
147928675,2634,2018-08-01,14,30.00
147928676,2634,2018-08-01,14,4.75
147928677,2634,2018-08-01,14,4.00
147928678,2634,2018-08-01,14,9.00
147928679,2634,2018-08-01,14,14.70
147928680,2634,2018-08-01,14,13.10
148071745,2634,2018-08-01,14,9.00
148071746,2634,2018-08-01,14,18.00
148071747,2634,2018-08-01,14,6.55
148071748,2634,2018-08-01,14,5.00
148071749,2634,2018-08-01,14,24.98
148071750,2634,2018-08-01,15,8.00
148071751,2634,2018-08-01,15,15.00
148071752,2634,2018-08-01,15,4.20
148071753,2634,2018-08-01,15,70.96
148071754,2634,2018-08-01,15,17.50
148071755,2634,2018-08-01,15,56.98
148071756,2634,2018-08-01,15,14.98
148071757,2634,2018-08-01,15,18.00
148071758,2634,2018-08-01,15,13.10
148071759,2634,2018-08-01,15,13.80
148071760,2634,2018-08-01,15,4.75
148071761,2634,2018-08-01,15,48.98
148071762,2634,2018-08-01,15,9.20
148071763,2634,2018-08-01,15,18.98
148071764,2634,2018-08-01,15,4.75
148071765,2634,2018-08-01,15,5.00
148071766,2634,2018-08-01,15,18.80
148071767,2634,2018-08-01,15,12.00
148071768,2634,2018-08-01,15,18.00
148071769,2634,2018-08-01,15,20.98
148071770,2634,2018-08-01,15,22.98
148071771,2634,2018-08-01,15,20.98
148071772,2634,2018-08-01,15,11.00
148071773,2634,2018-08-01,15,65.46
148071774,2634,2018-08-01,15,4.90
148071775,2634,2018-08-01,15,13.10
148071776,2634,2018-08-01,15,5.00
148071777,2634,2018-08-01,15,20.98
148071778,2634,2018-08-01,15,12.98
148071779,2634,2018-08-01,15,24.48
148071780,2634,2018-08-01,15,23.00
148071781,2634,2018-08-01,15,11.40
148071782,2634,2018-08-01,15,4.75
148071783,2634,2018-08-01,15,18.98
148071784,2634,2018-08-01,15,22.98
